ID,Name,Dimension,Price,Type,SubType,Brand,ProductURL
A-3634,SONA ART & CRAFTS Luxe Solid Sheesham Wood Dining Table Set 6 Seater Glass Top Dinner Dinning Table with 6 Cushion Chair for Dining Furniture for Living Room Home Hotel Office (Dark Walnut),144.7D x 76.2W x 88.9H Centimeters Maximum Weight Recommendation,31299,Table,dining_table,,https://www.amazon.in/dp/B0DKJZ9KFX
A-3635,OFHEQEUWIN Round Coffee Tables Accent Center Table Sofa Side Tea Table with 2-Tier Storage for Living Room Office Desk Balcony Wood Desktop and Metal Legs (Golden and White),50D x 50W x 45H Centimeters Maximum Weight Recommendation,2499,Table,dining_table,,https://www.amazon.in/dp/B0D2TXWD21
A-3636,wow craft Multi-Purpose Foldable Two-Seater Dining Table | Engineered Plywood Top with Matt Finish | Compact Table for Home & Kitchen | Size 2x3ft,1.8D x 89W x 73H Centimeters Maximum Weight Recommendation,2097,Table,dining_table,,https://www.amazon.in/dp/B0BX6CL8J6
A-3637,SONA Art & Crafts Capsule Solid Sheesham Wood Dining Table Set of 4 Seater Dinner Dinning Table with 4 Chair for Dining Furniture for Living Room Home Hotel Office Self Assembly (Natural Teak Finish),s,13699,Table,dining_table,,https://www.amazon.in/dp/B0C1TJ9QHB
A-3638,HANDWOOD FURNITURE Sheesham Wood Dining Table(78x35) with 8 Chairs | 8 Seater Dining Set | 1 Year Warranty | Finish Color :- Walnut Finish with Cream Cushions -DIY(Do-It-Yourself),s,28499,Table,dining_table,,https://www.amazon.in/dp/B0CKJ6SK64
A-3639,"Wopno Furniture Solid Sheesham Wood 4 Seater Dining Table Set Without Cushioned Chairs for Dining Room | Living Room | Home & Office | Hotels Restaurant & Cafe (Honey Oak, 4 Seater)",s,18949,Table,dining_table,,https://www.amazon.in/dp/B0CRBFTMRQ
A-3640,"wopno Furniture Pure Sheesham Solid Wood Dining Table for Living Room Home Hall Hotel Dinner Restaurant Wooden Dining Table Dining Room Set Home & Kitchen (4 Seater, Maple Honey)",s,17949,Table,dining_table,,https://www.amazon.in/dp/B0B2LL7Q1X
A-3641,Taxzek Modern V-Shaped Dining Table with Marble & Modern Curved 6 Chairs Back Design with purni. (Peacock Blue),73.7D x 152.4W x 73.7H Centimeters Frame Material,3699,Table,dining_table,,https://www.amazon.in/dp/B0DL3GX57V
A-3642,GHROYAL Sheesham Wood Japanese 4 Seater Dining Table Wooden Low Height Dinner Table for Living Room Home and Restaurant (Walnut Finish),t,17249,Table,dining_table,,https://www.amazon.in/dp/B0BJNPKBCP
A-3643,ORMEE Solid Wood Dining Table Set with Chairs for Living Room Home | Wooden Dining Room Sets Furniture for Hotels & Restaurants - Warm Chestnut Finish (4 Seater),s,12999,Table,dining_table,,https://www.amazon.in/dp/B0C4NWZGHG
A-3644,"PC Wood Furniture Solid Sheesham Wood 4 Seater Dining Table Set for Home and Kitchen (Solid Wood, 4 Seater, Maple Finish)",s,24199,Table,dining_table,,https://www.amazon.in/dp/B0B9HPXWRJ
A-3645,SONA ART & CRAFTS Capsule Solid Sheesham Wood Dining Table Set of 4 Seater Glass Top Dinner Dinning Table with 4 Cushion Chair Dining Furniture for Living Room Home Hotel Office (Honey Teak Finish),144.7D x 76.2W x 88.9H Centimeters Maximum Weight Recommendation,24299,Table,dining_table,,https://www.amazon.in/dp/B0DKTNMHSH
A-3646,"Wiprowood Sheesham Wood 4 Seater Dining Table Set for Home Hall || Solid Wood Dining Table with 4 Cushion Chairs for Hotels || Dining Room Sets (Drak Walnut Finish, 4 Seater)",s,14249,Table,dining_table,,https://www.amazon.in/dp/B0DBDM32SW
A-3647,"4 Seater Dining Table Set with Chairs | Wooden Top with Metal Frame | Compact Kitchen Dining Table Set for Home, Apartment, Dining Room & Cafeteria (Dark Maple)",s,8999,Table,dining_table,,https://www.amazon.in/dp/B0FPD3GWZ4
A-3648,"ANGEL FURNITURE Grafton Solid Sheesham Wood Dining Table, Wenge Finish, Fluted Column Legs, Contemporary Style (Small)",s,18490,Table,dining_table,,https://www.amazon.in/dp/B0FYQFKZYJ
A-3649,HANDWOOD FURNITURE Premium Sheesham Wood Dining Table(45x30) with 2 Chairs | 2 Seater Dining Set | 1 Year Warranty | Honey Finish with Cream Cushions -DIY(Do-It-Yourself),s,10449,Table,dining_table,,https://www.amazon.in/dp/B0CJJ3M4QP
A-3650,Home Centre 6 Seater Montoya Solid Wood Dining Set with 4 Chairs and 1 Bench | Solid Wood Dining Table Sets For Dining Room|(Brown) 1 Year Warranty,e,22996,Table,dining_table,,https://www.amazon.in/dp/B07W3LL7PM
A-3651,Ganpati Arts Solid Sheesham Wood 4 Seater MR Dining Table with Cushioned Chair Sets for Dining Room Rectangular Dinner Table Set for Living Room Home - (Walnut Finish) 1 Year Warranty,t,21699,Table,dining_table,,https://www.amazon.in/dp/B0BQQHV6SY
A-3652,KENDALWOOD™ Furniture CNC Cutting Solid Wood Solid Wood 6 Seater Dining Set | Wooden Dining Table with Chair - Dining Room Furniture (Finish Color:- Walnut Finish with Cream Cushions),t,21849,Table,dining_table,,https://www.amazon.in/dp/B09G2LC6SR
A-3653,"QARA Wood Laminated Study Table, Computer Table for Home,Office Table, Desktop,Laptop Table, Office Desk (White)",61D x 92W x 76H Centimeters Colour,2999,Table,dining_table,,https://www.amazon.in/dp/B0CRHKCNVQ
A-3654,"PETALS Sultan Rectangular Virgin Plastic Dining Table 4 Seater | Fiber Dinning Set for Indoor & Outdoor | Hotal, Café & Restaurants | Dining Table Set of 4 for Dinner | White | 1 Year Warranty",47D x 43W x 88H Centimeters Frame Material,5984,Table,dining_table,,https://www.amazon.in/dp/B084C4NG1X
A-3655,"Swangia Art Solid Sheesham Wood Dining Table Set 6 Seater | Wooden Dining Table with 4 Cushioned Chairs & 1 Bench | Spacious 6 Seater Dining Set for Living Room, Home, Hotel & Restaurant| Honey Finish",s,12539,Table,dining_table,,https://www.amazon.in/dp/B0FR4PZTHK
A-3656,Elica 75cm 1350 m3/hr Filterless Autoclean Kitchen Chimney with 15 Years Motor & 5 Years Comprehensive Warranty | WDFL 750 HAC LTW MS NERO | Touch + Motion Sensor Control | Black,y,12999,Table,dining_table,,https://www.amazon.in/dp/B0DPMLKGPT
A-3657,KENDALWOOD™ Furniture Solid (Sheesham) Wood Dining Table with 8 Chairs | 1 Year Warranty | 8 Seater Dining Set | Walnut Finish with Cream Cushions -DIY(Do-It-Yourself),s,31349,Table,dining_table,,https://www.amazon.in/dp/B0CPXT7YLL
A-3658,"Koyal Handicraft Sheesham Wood 6 Seater Dining Table Only for Dining Room | Wooden Dining Table Without Chair for Home | Solid Wood Table for Living Room (6 Seater, Natural Honey)",88D x 145W x 76H Centimeters Maximum Weight Recommendation,9849,Table,dining_table,,https://www.amazon.in/dp/B0CRR7FJJ5
A-3659,SHREE NATH JI CRAFT HOUSE Sheesham Wood CNC 4 Seater Dining Table Only for Dining Room | Wooden Dining Table Only for Home & Kitchen | Solid Wood Dinner Table for Hotels & Restaurant (Walnut Finish),86.4D x 86.4W x 76.2H Centimeters Maximum Weight Recommendation,3699,Table,dining_table,,https://www.amazon.in/dp/B0DVYJWB7G
A-3660,Custom Decor Carlsbade Solid Sheesham Wood 4 Seater Dining Table Set | with 3 Chairs and 1 Bench - Honey Teak Brown,s,15899,Table,dining_table,,https://www.amazon.in/dp/B01M0Q7ED1
A-3661,Taxzek Modern V-Shaped Dining Table with Marble & Modern Curved 6 Chairs Back Design with purni. (Golden),73.7D x 152.4W x 73.7H Centimeters Frame Material,65999,Table,dining_table,,https://www.amazon.in/dp/B0FRG1J4X1
A-3662,"Priti Kitchen Table and 2 Chairs for 4 with Bench, 4 Piece Dining Table Set for Small Space, Apartment (Grey), Alloy Steel",s,9358,Table,dining_table,,https://www.amazon.in/dp/B0DHCHTR6Q
A-3663,Decorworlds Solid Sheesham Wood Dining Table Set with Chair for Dinning Room Home Office Hall Hotels Dining Room Set Wooden Furniture (Dark Honey Square Shape 4 Seater),s,17499,Table,dining_table,,https://www.amazon.in/dp/B0DX7BZH6D
A-3664,"Nilkamal Celebrationz Rectangular 6 Seater Virgin Plastic Dining Table Set for Dining Room|Indoor & Outdoor|Home Office|Hotel, Café and Restaurants| 1 Dining Table with 6 Chairs|Color Weather Brown",t,10890,Table,dining_table,,https://www.amazon.in/dp/B0C94CNFJK
A-3665,Porash Furniture Sheesham Wood 4 Seater Dining Table with 4 Cushion Chairs for Living Room Home Office Dining Room Wooden Furniture Dinner Table Set (Maple Honey) |,e,17299,Table,dining_table,,https://www.amazon.in/dp/B0CRQ7YHQW
A-3666,SONA ART & CRAFTS CNC Solid Sheesham Wood Dining Table Set 6 Seater Dinner Dinning Table with 6 Cushioned Chair for Dining Furniture for Living Room Home Hotel Office (Honey FInish-CNC-6S),134D x 76W x 88H Centimeters Frame Material,24799,Table,dining_table,,https://www.amazon.in/dp/B0BLHLDN63
A-3667,"DecorNation Juliana Solid Wood 6 Seater Dining Table Set with Cushion for Home, Office (Brown)",NA,21999,Table,dining_table,,https://www.amazon.in/dp/B0BH9BD2P8
A-3668,Elica 90cm 1500 m3/hr BLDC Filterless Autoclean Kitchen Chimney with FULL GRILL | 15 Years Motor & 5 Years Comprehensive Warranty | SPT MAX FL 900 BLDC HAC LTW MS NERO | Black | Touch + Motion Sensor,1500 CMPH Batteries Required,18990,Table,dining_table,,https://www.amazon.in/dp/B0DKNMQHCZ
A-3669,Madesa 4 Seater Dining Set with Cushioned Seats Rectangular Table Top Sturdy Wooden 104 Cm for Dining Room and Kitchen - Brown/Beige,s,20399,Table,dining_table,,https://www.amazon.in/dp/B07J16MJWN
A-3670,SONA ART & CRAFTS Poster Solid Sheesham Wood Dining Table Set 6 Seater Dinner Dinning Table with 6 Chair for Dining Furniture for Living Room Home Hotel Office Self Assembly (Dark Walnut),s,31299,Table,dining_table,,https://www.amazon.in/dp/B0DTDMPGLZ
A-3671,"Nilkamal Ultima Rectangular 4 Seater Virgin Plastic Dining Table Set for Dining Room | Indoor & Outdoor |Home Office | Hotel, Café and Restaurants | 1 Dining Table with 4 Chairs | Color Pear Wood",t,10460,Table,dining_table,,https://www.amazon.in/dp/B0B2K7QD3R
A-3672,Wiprowood Sheesham Wood 4 Seater Dining Table with Cushion Chair for Living Room Home Wooden Dining Room Furniture (Teak Finish),s,14249,Table,dining_table,,https://www.amazon.in/dp/B0DBDGD36Z
A-3673,"wopno Furniture Pure Sheesham Solid Wood 4 Seater Dining Table for Living Room Home Hall Hotel Dinner Restaurant Wooden Dining Table Dining Room Set Home & Kitchen (Rustic Teak, 4 Seater)",s,18949,Table,dining_table,,https://www.amazon.in/dp/B0B2LLS5L2
A-3674,ROUNDHILL Sheesham Wood 4 Seater Dining Table with Cushioned Chairs Dining Room Furniture Set Wooden Dinner Table for Living Room Home and Restaurant (Natural Teak Finish),e,21099,Table,dining_table,,https://www.amazon.in/dp/B0B9X365CS
A-3675,"AMGD HAND ARTS Solid Sheesham Wood Dining Table Set 4 Seater | Four Seater Dining Table 4 Seater with 4 Cushion Chairs for Living Room | 4 Seater Dining Set for Hotel Restaurant, Honey",114.3 x 76.2 x 76.2 Centimeters Product Care Instructions,11999,Table,dining_table,,https://www.amazon.in/dp/B0F1MVWG6M
A-3676,"THE WOODEN CITY Solid Sheesham Wood 3 Chair with 1 Bench Dining Table Set with Cushioned Chairs for Dining Room | Living Room | Home & Office | Hotels (4 Seater with Bench, Honey)",s,14999,Table,dining_table,,https://www.amazon.in/dp/B0FR2NSSK8
A-3677,HANDWOOD FURNITURE Sheesham Wood Dining Table(34x34) | 4 Seater Dining Set | 1 Year Warranty | Wooden Dining Table with 4 Chairs | Walnut Finish with Grey Cushions -DIY(Do-It-Yourself),s,15000,Table,dining_table,,https://www.amazon.in/dp/B0FMS78V2G
A-3678,MoonWooden Sheesham Wooden Dining Table 6 Seater with White Cushion Chair| Without Glass Dining Table Solid Wood | Seater Dinning Table with 6 Chairs for Restaurants | Home & Hotel- Dark Walnut,s,36899,Table,dining_table,,https://www.amazon.in/dp/B0BG64Y2FM
A-3679,APRODZ Luxor Solid Sheesham Wood Dining Table Set 8 Seater Dinner Dinning Table with 8 Chair for Dining Furniture for Living Room Home Hotel Office Self Assembly (Brown Finish),s,46599,Table,dining_table,,https://www.amazon.in/dp/B071RGS3B7
A-3680,Torche ironwood Multipurpose Height Adjustable Movable Table for Computer & Laptop Table with Wheels (Small-Pearl White),40.6D x 61W x 68.6H Centimeters Frame Material,2199,Table,dining_table,,https://www.amazon.in/dp/B0DGD8Y84S
A-3681,Amazon Brand - Solimo Karen Solid Sheesham Wood 4 Seater Dining Table with Chairs (Teak Finish),e,21359,Table,dining_table,,https://www.amazon.in/dp/B085ZKX1TB
A-3682,"SONA ART & CRAFTS CNC Solid Sheesham Wood Dining Table 4 Seater Dining Table Set with 2 Bench Dinner Table Set for Dinning Room Home, Hotel and Office (Walnut Finish)",134D x 76W x 88H Centimeters Frame Material,15599,Table,dining_table,,https://www.amazon.in/dp/B0D94LV5D3
A-3683,"CRAFT D ARTS Solid Sheesham Wood 4 Seater Dining Table Set with Cushioned Chairs for Dining Room | Living Room | Home & Office | Hotels Restaurant & Cafe (4 Seater, Walnut Finish)",86.4D x 86.4W x 76.2H Centimeters Frame Material,17499,Table,dining_table,,https://www.amazon.in/dp/B0F4XRF1XZ
A-3684,SONA ART & CRAFTS Cero Solid Sheesham Wood Dining Table Set of 4 Seater Dinner Dinning Table with 4 Chair for Dining Furniture for Living Room Home Hotel Office Self Assembly (Honey Finish),134D x 88W x 76H Centimeters Frame Material,28799,Table,dining_table,,https://www.amazon.in/dp/B0D79CV8M6
A-3685,"DecorNation Italiana Solid Wood 4 Seater Dining Room Set for Home, Living Room- Dining Table with Four Cushioned Chairs (White)",s,19949,Table,dining_table,,https://www.amazon.in/dp/B0BJKDF6BK
A-3686,"SONA Art & Crafts Capsule Dining Table Set of 4 Solid Sheesham Wood Dining Table with 3 Chairs & 1 Bench Dinner Table Set for Dinning Room Home,Hotel and Office (Honey Teak)",s,15099,Table,dining_table,,https://www.amazon.in/dp/B0C1TJ57RS
A-3687,AADITYA WOODS Solid Sheesham Wood Four Seater Dining Table Set with 4 Chairs for Living Room Home Wooden 4 Seater Dining Table Set for Office Restaurant Modern Dining Room Set- Walnut & Beige,s,15499,Table,dining_table,,https://www.amazon.in/dp/B0D2P6S7KK
A-3688,WOODEN SPACE Majestic 4 Seater Wooden Dining Table Set | Urban Marble Top Dining Table with Chairs for Dining Room & Kitchen (Beige),s,53999,Table,dining_table,,https://www.amazon.in/dp/B0FNX9DCK2
A-3689,KENDALWOOD™ Furniture Sheesham Wood CNC Cuting Dining Table with 4 Chairs with 1 Bench |6 Seater Dining Set | 1 Year Warranty | Honey Teak with Cream Cushion -DIY(Do-It-Yourself),s,21849,Table,dining_table,,https://www.amazon.in/dp/B0DG33J4KJ
A-3690,"DRIFTINGWOOD Liana 6-Seater Dining Table Set � Sheesham Wood Natural Honey Finish with Table, 4 Cushioned Chairs & Bench - Ideal for Kitchen & Living Room - Assembly Required",s,25998,Table,dining_table,,https://www.amazon.in/dp/B0F8P5YK2Y
A-3691,Home Centre Glam Faux Marble Top 6-Seater Dining Table - Beige,s,25999,Table,dining_table,,https://www.amazon.in/dp/B0F2FV6KQB
A-3692,HANDWOOD FURNITURE Sheesham Wood Dining Table(34x34) | 4 Seater Dining Set | 1 Year Warranty | Wooden Dining Table with 4 Chairs | Walnut Finish with Grey Printed Cushions -DIY(Do-It-Yourself),s,14250,Table,dining_table,,https://www.amazon.in/dp/B0FMS7WJQG
A-3693,"CRAFT D ARTS Solid Sheesham Wood 2 Seater Dining Table Set with Cushioned Chairs for Dining Room | Living Room | Home & Office | Hotels Restaurant & Cafe (2 Seater, Honey C)",40D x 40W x 30H Centimeters Maximum Weight Recommendation,11449,Table,dining_table,,https://www.amazon.in/dp/B0CJM4289M
A-3694,Royaloak Muar Malaysian Wooden 6 Seater Dining Table Set with Chairs | Mindy Wooden Veneer Top | Solid Wood Legs | Solid Wood Chairs | Fabric & Cushion Seats,e,37499,Table,dining_table,,https://www.amazon.in/dp/B0DYNQPMQ7
A-3695,WOODBONE 4 Seater Dining Table with Chair || Dining Room Set || Dining Table Set || Sheesham Wood Dining Table 4 Seater || Wooden Dining Table 4 Seater || 4 Seater Honey,s,12495,Table,dining_table,,https://www.amazon.in/dp/B0CP3S6L3B
A-3696,Home Centre Sophia Ceramic 4-Seater Dining Table - Grey,s,41999,Table,dining_table,,https://www.amazon.in/dp/B0F79LDQNW
A-3697,CLASSIC WOOD & CRAFT Luxury Royal 14-Seater Dining Table Set Handcrafted Antique Gold Finish Ornate Carved Solid Wood Rectangular Table & Upholstered Chairs Italian Baroque Furniture for Home,t,749999,Table,dining_table,,https://www.amazon.in/dp/B0FT1637H9
A-3698,"ANGEL FURNITURE Oakland Dining Table Pure Sheesham Wood Top with CR Iron Leg (Plain Legs, 140x90)",90D x 140W x 75H Centimeters Maximum Weight Recommendation,12990,Table,dining_table,,https://www.amazon.in/dp/B0C3ZWJCSL
A-3699,Royaloak Penang Malaysian Wooden 4 Seater Dining Table Set with Chairs |Solid Mindy Wood Veneer Finish | Rubber Wood Pedestal Legs | Comfort Back Support | Cushioned Seating,t,25999,Table,dining_table,,https://www.amazon.in/dp/B0DL6GKP57
A-3700,"KIVENJAJA 3-Piece Bar Table and Chairs Set, High Top Pub Table with Folding Wine Rack & 2 Wooden Stools, Counter Height Bistro Set for Kitchen Dining Room Restaurant, Rustic Brown",120 x 40 x 90 Centimeters Product Care Instructions,6999,Table,dining_table,,https://www.amazon.in/dp/B0BN62R5V5
A-3701,Taxzek Modern V-Shaped Dining Table with White Marble & Modern Curved Chairs Back Design with purni. (Cream),73.7D x 152.4W x 73.7H Centimeters Frame Material,53999,Table,dining_table,,https://www.amazon.in/dp/B0C4LPC51W
A-3702,WOODEN SPACE 6-Seater Wooden Dining Table Set | Nano Composite Marble Top | Solid Wood Base | Modern Dining Room Furniture with 6 Chairs (Beige Vintage),t,79999,Table,dining_table,,https://www.amazon.in/dp/B0FQWFZKBF
A-3703,RECTART sheesham Wood Standard Dining Table 4 Seater | Wooden Dining Room Furniture | 4 Chairs with Cushion | Honey Teak Brown Finish,s,16499,Table,dining_table,,https://www.amazon.in/dp/B0CFH9TG1Y
A-3704,Home Centre | Arcane Sintered | 4 Seater Tables | Extendable Dining Table | Metal | Grey | 1 Year Warranty,e,29719,Table,dining_table,,https://www.amazon.in/dp/B0G2618FGD
A-3705,"Nilkamal Meridian Round 4 Seater Virgin Plastic Dining Table Set for Dining Room | Indoor & Outdoor |Home Office | Hotel, Café and Restaurants | 1 Dining Table with 4 Chairs | Color Marble Beige",t,5490,Table,dining_table,,https://www.amazon.in/dp/B0C8YR2YQY
A-3706,SONA ART & CRAFTS Luxe Solid Sheesham Wood Dining Table Set of 4 Seater Dinner Dinning Table with 4 Cushion Chair for Dining Furniture for Living Room Home Hotel Office Self Assembly (Dark Mahogany),144D x 76W x 88H Centimeters Maximum Weight Recommendation,15899,Table,dining_table,,https://www.amazon.in/dp/B0CHYWGWJB
A-3707,"CRAFT D ARTS Solid Sheesham Wood 4 Seater Dining Table Set with Cushioned Chairs for Dining Room | Living Room | Home & Office | Hotels Restaurant & Cafe (4 Seater, Honey)",86.4D x 86.4W x 76.2H Centimeters Frame Material,5699,Table,dining_table,,https://www.amazon.in/dp/B0F4XQSQB6
A-3708,"CRAFT D ARTS Solid Sheesham Wood 2 Seater Dining Table Set with Folding Dining Table | Home & Office | Hotels Restaurant & Cafe (2 Seater, Honey D)",81D x 23W x 177H Centimeters Maximum Weight Recommendation,11449,Table,dining_table,,https://www.amazon.in/dp/B0BTLM3XMD
A-3709,SONA ART & CRAFTS CNC Solid Sheesham Wood Dining Table Set of 4 Seater Dinner Dinning Table with 4 Cushion Chair for Dining Furniture Living Room Home Hotel Office Self Assembly (Walnut Finish),134D x 76W x 88H Centimeters Frame Material,15999,Table,dining_table,,https://www.amazon.in/dp/B0CJ81D7L2
